,date,confirmed,deaths,recovered,tests,vaccines,people_vaccinated,people_fully_vaccinated,administrative_area_level_1,administrative_area_level_2,population,iso_alpha_3,iso_alpha_2,key_jhu_csse,key_gadm
957,2022-10-09,6112986,175121,4850000.0,19501783.0,112151975.0,44031551.0,41501264.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
958,2022-10-10,6113201,175123,4850000.0,19501783.0,112151975.0,44031551.0,41501264.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
959,2022-10-11,6115707,175152,4850000.0,19501783.0,112151975.0,44031551.0,41501264.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
960,2022-10-12,6118349,175202,4850000.0,19501783.0,112151975.0,44031551.0,41501264.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
961,2022-10-13,6118357,175222,4850000.0,19501783.0,112151975.0,44031551.0,41501264.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
962,2022-10-14,6120384,175252,4850000.0,19501783.0,112151975.0,44031551.0,41501264.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
963,2022-10-15,6120384,175252,4850000.0,19501783.0,112151975.0,44031551.0,41501264.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
964,2022-10-16,6120384,175252,4850000.0,19501783.0,112151975.0,44031551.0,41501264.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
965,2022-10-17,6122754,175287,4850000.0,19501783.0,112151975.0,44031551.0,41501264.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
966,2022-10-18,6124591,175334,4850000.0,19501783.0,112151975.0,44031551.0,41501264.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
967,2022-10-19,6126367,175371,4850000.0,19501783.0,112151975.0,44031551.0,41501264.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
968,2022-10-20,6126367,175371,4850000.0,19501783.0,112151975.0,44031551.0,41501264.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
969,2022-10-21,6126367,175371,4850000.0,19501783.0,112151975.0,44031551.0,41501264.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
970,2022-10-22,6126367,175371,4850000.0,19501783.0,112151975.0,44031551.0,41501264.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
971,2022-10-23,6126367,175371,4850000.0,19501783.0,112151975.0,44031551.0,41501264.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
972,2022-10-24,6132167,175434,4850000.0,19501783.0,112151975.0,44031551.0,41501264.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
973,2022-10-25,6134532,175451,4850000.0,19501783.0,112151975.0,44031551.0,41501264.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
974,2022-10-26,6137710,175479,4850000.0,19501783.0,112151975.0,44031551.0,41501264.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
975,2022-10-27,6140622,175504,4850000.0,19501783.0,112151975.0,44031551.0,41501264.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
976,2022-10-28,6142723,175541,4850000.0,19501783.0,112151975.0,44031551.0,41501264.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
977,2022-10-29,6142723,175541,4850000.0,19501783.0,112151975.0,44031551.0,41501264.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
978,2022-10-30,6142723,175541,4850000.0,19501783.0,112151975.0,44031551.0,41501264.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
979,2022-10-31,6143549,175554,4850000.0,19501783.0,112151975.0,44031551.0,41501264.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
980,2022-11-01,6145825,175574,4850000.0,19501783.0,112151975.0,44031551.0,41501264.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
981,2022-11-02,6145825,175574,4850000.0,19501783.0,112151975.0,44031551.0,41501264.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
982,2022-11-03,6148633,175602,4850000.0,19501783.0,112151975.0,44031551.0,41501264.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
983,2022-11-04,6149046,175640,4850000.0,19501783.0,112151975.0,44031551.0,41501264.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
984,2022-11-05,6149046,175640,4850000.0,19501783.0,112151975.0,44031551.0,41501264.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
985,2022-11-06,6149046,175640,4850000.0,19501783.0,112151975.0,44031551.0,41501264.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
986,2022-11-07,6149751,175673,4850000.0,19501783.0,112151975.0,44031551.0,41501264.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
987,2022-11-08,6152212,175731,4850000.0,19501783.0,112151975.0,44031551.0,41501264.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
988,2022-11-09,6155013,175787,4850000.0,19501783.0,112151975.0,44031551.0,41501264.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
989,2022-11-10,6157150,175804,4850000.0,19501783.0,112151975.0,44031551.0,41501264.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
990,2022-11-11,6160930,175825,4850000.0,19501783.0,112151975.0,44031551.0,41501264.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
991,2022-11-12,6160930,175825,4850000.0,19501783.0,112151975.0,44031551.0,41501264.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
992,2022-11-13,6160930,175825,4850000.0,19501783.0,112151975.0,44031551.0,41501264.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
993,2022-11-14,6163190,175851,4850000.0,19501783.0,112151975.0,44031551.0,41501264.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
994,2022-11-15,6163190,175851,4850000.0,19501783.0,112151975.0,44031551.0,41501264.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
995,2022-11-16,6163619,175875,4850000.0,19501783.0,112151975.0,44031551.0,41501264.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
996,2022-11-17,6167559,175912,4850000.0,19501783.0,112151975.0,44031551.0,41501264.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
997,2022-11-18,6170605,175941,4850000.0,19501783.0,112151975.0,44031551.0,41501264.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
998,2022-11-19,6170605,175941,4850000.0,19501783.0,112151975.0,44031551.0,41501264.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
999,2022-11-20,6170605,175941,4850000.0,19501783.0,112151975.0,44031551.0,41501264.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1000,2022-11-21,6174201,175992,4850000.0,19501783.0,112151975.0,44031551.0,41501264.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1001,2022-11-22,6174756,176037,4850000.0,19501783.0,112151975.0,44031551.0,41501264.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1002,2022-11-23,6177577,176074,4850000.0,19501783.0,112151975.0,44031551.0,41501264.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1003,2022-11-24,6182046,176102,4850000.0,19501783.0,112151975.0,44031551.0,41501264.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1004,2022-11-25,6185851,176133,4850000.0,19501783.0,112151975.0,44031551.0,41501264.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1005,2022-11-26,6185851,176133,4850000.0,19501783.0,112151975.0,44031551.0,41501264.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1006,2022-11-27,6185851,176133,4850000.0,19501783.0,112151975.0,44031551.0,41501264.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1007,2022-11-28,6190045,176165,4850000.0,19501783.0,112151975.0,44031551.0,41501264.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1008,2022-11-29,6190288,176199,4850000.0,19501783.0,112989020.0,44301079.0,41736686.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1009,2022-11-30,6190519,176249,4850000.0,19501783.0,113024542.0,44310555.0,41743674.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1010,2022-12-01,6192819,176298,4850000.0,19501783.0,113064876.0,44319614.0,41750516.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1011,2022-12-02,6197738,176356,4850000.0,19501783.0,113094281.0,44327698.0,41756491.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1012,2022-12-03,6197738,176356,4850000.0,19501783.0,113100012.0,44329091.0,41757507.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1013,2022-12-04,6197738,176356,4850000.0,19501783.0,113100215.0,44329126.0,41757544.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1014,2022-12-05,6204502,176417,4850000.0,19501783.0,113122303.0,44334979.0,41762741.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1015,2022-12-06,6209209,176465,4850000.0,19501783.0,113147872.0,44341457.0,41768457.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1016,2022-12-07,6215290,176504,4850000.0,19501783.0,113175265.0,44348513.0,41774781.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1017,2022-12-08,6221071,176563,4850000.0,19501783.0,113199335.0,44354869.0,41780634.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1018,2022-12-09,6221071,176563,4850000.0,19501783.0,113211142.0,44358146.0,41784069.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1019,2022-12-10,6221071,176563,4850000.0,19501783.0,113214326.0,44358965.0,41784885.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1020,2022-12-11,6221071,176563,4850000.0,19501783.0,113214586.0,44359026.0,41784926.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1021,2022-12-12,6230070,176631,4850000.0,19501783.0,113239957.0,44365229.0,41791300.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1022,2022-12-13,6236690,176631,4850000.0,19501783.0,113261811.0,44370715.0,41796495.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1023,2022-12-14,6241703,176769,4850000.0,19501783.0,113265123.0,44371519.0,41797355.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1024,2022-12-15,6247608,176824,4850000.0,19501783.0,113265123.0,44371519.0,41797355.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1025,2022-12-16,6255162,176876,4850000.0,19501783.0,113265123.0,44371519.0,41797355.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1026,2022-12-17,6255162,176876,4850000.0,19501783.0,113265123.0,44371519.0,41797355.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1027,2022-12-18,6255162,176876,4850000.0,19501783.0,113265123.0,44371519.0,41797355.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1028,2022-12-19,6262584,176926,4850000.0,19501783.0,113265123.0,44371519.0,41797355.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1029,2022-12-20,6269639,176982,4850000.0,19501783.0,113265123.0,44371519.0,41797355.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1030,2022-12-21,6276621,177071,4850000.0,19501783.0,113265123.0,44371519.0,41797355.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1031,2022-12-22,6283309,177120,4850000.0,19501783.0,113265123.0,44371519.0,41797355.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1032,2022-12-23,6289137,177172,4850000.0,19501783.0,113265123.0,44371519.0,41797355.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1033,2022-12-24,6289137,177172,4850000.0,19501783.0,113265123.0,44371519.0,41797355.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1034,2022-12-25,6289137,177172,4850000.0,19501783.0,113265123.0,44371519.0,41797355.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1035,2022-12-26,6293494,177213,4850000.0,19501783.0,113265123.0,44371519.0,41797355.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1036,2022-12-27,6297799,177213,4850000.0,19501783.0,113265123.0,44371519.0,41797355.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1037,2022-12-28,6303911,177331,4850000.0,19501783.0,113265123.0,44371519.0,41797355.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1038,2022-12-29,6310364,177373,4850000.0,19501783.0,113265123.0,44371519.0,41797355.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1039,2022-12-30,6315333,177411,4850000.0,19501783.0,113265123.0,44371519.0,41797355.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1040,2022-12-31,6315333,177411,4850000.0,19501783.0,113265123.0,44371519.0,41797355.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1041,2023-01-01,6315333,177411,4850000.0,19501783.0,113265123.0,44371519.0,41797355.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1042,2023-01-02,6317683,177439,4850000.0,19501783.0,113265123.0,44371519.0,41797355.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1043,2023-01-03,6321788,177487,4850000.0,19501783.0,113265123.0,44371519.0,41797355.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1044,2023-01-04,6327470,177572,4850000.0,19501783.0,113265123.0,44371519.0,41797355.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1045,2023-01-05,6333749,177615,4850000.0,19501783.0,113603522.0,44463653.0,41898409.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1046,2023-01-06,6339283,177693,4850000.0,19501783.0,113603522.0,44463653.0,41898409.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1047,2023-01-07,6339283,177693,4850000.0,19501783.0,113603522.0,44463653.0,41898409.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1048,2023-01-08,6339283,177693,4850000.0,19501783.0,113603522.0,44463653.0,41898409.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1049,2023-01-09,6346096,177740,4850000.0,19501783.0,113603522.0,44463653.0,41898409.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1050,2023-01-10,6352526,177740,4850000.0,19501783.0,113603522.0,44463653.0,41898409.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1051,2023-01-11,6357566,177740,4850000.0,19501783.0,113603522.0,44463653.0,41898409.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1052,2023-01-12,6362607,177740,4850000.0,19501783.0,113603522.0,44463653.0,41898409.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1053,2023-01-13,6367148,177740,4850000.0,19501783.0,113603522.0,44463653.0,41898409.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1054,2023-01-14,6367148,177740,4850000.0,19501783.0,113603522.0,44463653.0,41898409.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1055,2023-01-15,6367148,177740,4850000.0,19501783.0,113603522.0,44463653.0,41898409.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1056,2023-01-16,6367148,177740,4850000.0,19501783.0,113603522.0,44463653.0,41898409.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1057,2023-01-17,6377010,177740,4850000.0,19501783.0,113603522.0,44463653.0,41898409.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1058,2023-01-18,6377010,177740,4850000.0,19501783.0,113603522.0,44463653.0,41898409.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1059,2023-01-19,6385729,178149,4850000.0,19501783.0,113603522.0,44463653.0,41898409.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1060,2023-01-20,6389460,178178,4850000.0,19501783.0,113603522.0,44463653.0,41898409.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1061,2023-01-21,6389460,178178,4850000.0,19501783.0,113603522.0,44463653.0,41898409.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1062,2023-01-22,6389460,178178,4850000.0,19501783.0,113603522.0,44463653.0,41898409.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1063,2023-01-23,6389460,178178,4850000.0,19501783.0,113603522.0,44463653.0,41898409.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1064,2023-01-24,6398150,178272,4850000.0,19501783.0,113603522.0,44463653.0,41898409.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1065,2023-01-25,6401428,178319,4850000.0,19501783.0,113772704.0,44463848.0,41939487.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1066,2023-01-26,6403854,178348,4850000.0,19501783.0,113772704.0,44463848.0,41939487.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1067,2023-01-27,6403854,178348,4850000.0,19501783.0,113772704.0,44463848.0,41939487.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1068,2023-01-28,6403854,178348,4850000.0,19501783.0,113772704.0,44463848.0,41939487.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1069,2023-01-29,6403854,178348,4850000.0,19501783.0,113772704.0,44463848.0,41939487.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1070,2023-01-30,6409826,178428,4850000.0,19501783.0,113772704.0,44463848.0,41939487.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1071,2023-01-31,6412507,178475,4850000.0,19501783.0,113772704.0,44463848.0,41939487.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1072,2023-02-01,6415059,178532,4850000.0,19501783.0,113772704.0,44463848.0,41939487.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1073,2023-02-02,6417480,178565,4850000.0,19501783.0,113855815.0,44463903.0,41973720.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1074,2023-02-03,6419637,178608,4850000.0,19501783.0,113855815.0,44463903.0,41973720.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1075,2023-02-04,6419637,178608,4850000.0,19501783.0,113855815.0,44463903.0,41973720.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1076,2023-02-05,6419637,178608,4850000.0,19501783.0,113855815.0,44463903.0,41973720.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1077,2023-02-06,6422005,178640,4850000.0,19501783.0,113855815.0,44463903.0,41973720.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1078,2023-02-07,6422005,178640,4850000.0,19501783.0,113855815.0,44463903.0,41973720.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1079,2023-02-08,6426265,178706,4850000.0,19501783.0,113855815.0,44463903.0,41973720.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1080,2023-02-09,6428812,178723,4850000.0,19501783.0,113993707.0,44492488.0,42012544.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1081,2023-02-10,6431045,178738,4850000.0,19501783.0,113993707.0,44492488.0,42012544.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1082,2023-02-11,6431045,178738,4850000.0,19501783.0,113993707.0,44492488.0,42012544.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1083,2023-02-12,6431045,178738,4850000.0,19501783.0,113993707.0,44492488.0,42012544.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1084,2023-02-13,6433698,178748,4850000.0,19501783.0,113993707.0,44492488.0,42012544.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1085,2023-02-14,6435948,178779,4850000.0,19501783.0,113993707.0,44492488.0,42012544.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1086,2023-02-15,6438737,178801,4850000.0,19501783.0,113993707.0,44492488.0,42012544.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1087,2023-02-16,6441519,178824,4850000.0,19501783.0,113993707.0,44492488.0,42012544.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1088,2023-02-17,6444454,178840,4850000.0,19501783.0,113993707.0,44492488.0,42012544.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1089,2023-02-18,6444454,178840,4850000.0,19501783.0,113993707.0,44492488.0,42012544.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1090,2023-02-19,6444454,178840,4850000.0,19501783.0,113993707.0,44492488.0,42012544.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1091,2023-02-20,6444454,178840,4850000.0,19501783.0,114170756.0,44553323.0,42044599.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1092,2023-02-21,6444454,178840,4850000.0,19501783.0,114170756.0,44553323.0,42044599.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1093,2023-02-22,6448208,178858,4850000.0,19501783.0,114170756.0,44553323.0,42044599.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1094,2023-02-23,6449802,178872,4850000.0,19501783.0,114170756.0,44553323.0,42044599.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1095,2023-02-24,6452475,178915,4850000.0,19501783.0,114170756.0,44553323.0,42044599.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1096,2023-02-25,6452475,178915,4850000.0,19501783.0,114170756.0,44553323.0,42044599.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1097,2023-02-26,6452475,178915,4850000.0,19501783.0,114170756.0,44553323.0,42044599.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1098,2023-02-27,6457756,178957,4850000.0,19501783.0,114264188.0,44583200.0,42061292.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1099,2023-02-28,6461165,178993,4850000.0,19501783.0,114285514.0,44589324.0,42065275.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1100,2023-03-01,6464309,179013,4850000.0,19501783.0,114307612.0,44596290.0,42069328.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1101,2023-03-02,6464309,179013,4850000.0,19501783.0,114331557.0,44603289.0,42075018.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1102,2023-03-03,6469442,179039,4850000.0,19501783.0,114331557.0,44603289.0,42075018.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1103,2023-03-04,6469442,179039,4850000.0,19501783.0,114331557.0,44603289.0,42075018.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1104,2023-03-05,6469442,179039,4850000.0,19501783.0,114331557.0,44603289.0,42075018.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1105,2023-03-06,6469442,179039,4850000.0,19501783.0,114331557.0,44603289.0,42075018.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1106,2023-03-07,6469442,179039,4850000.0,19501783.0,114331557.0,44603289.0,42075018.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1107,2023-03-08,6469442,179039,4850000.0,19501783.0,114331557.0,44603289.0,42075018.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1108,2023-03-09,6469442,179039,4850000.0,19501783.0,114331557.0,44603289.0,42075018.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1109,2023-03-10,6469442,179039,4850000.0,19501783.0,114470562.0,44640588.0,42111734.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1110,2023-03-11,6469442,179039,4850000.0,19501783.0,114470562.0,44640588.0,42111734.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1111,2023-03-12,6469442,179039,4850000.0,19501783.0,114470562.0,44640588.0,42111734.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1112,2023-03-13,6469442,179039,4850000.0,19501783.0,114470562.0,44640588.0,42111734.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1113,2023-03-14,6469442,179039,4850000.0,19501783.0,114540361.0,44657443.0,42131077.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1114,2023-03-15,6469442,179039,4850000.0,19501783.0,114540361.0,44657443.0,42131077.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1115,2023-03-16,6469442,179039,4850000.0,19501783.0,114582190.0,44667560.0,42143491.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1116,2023-03-17,6469442,179039,4850000.0,19501783.0,114582190.0,44667560.0,42143491.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1117,2023-03-18,6469442,179039,4850000.0,19501783.0,114582190.0,44667560.0,42143491.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1118,2023-03-19,6469442,179039,4850000.0,19501783.0,114582190.0,44667560.0,42143491.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1119,2023-03-20,6469442,179039,4850000.0,19501783.0,114582190.0,44667560.0,42143491.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1120,2023-03-21,6469442,179039,4850000.0,19501783.0,114582190.0,44667560.0,42143491.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1121,2023-03-22,6469442,179039,4850000.0,19501783.0,114582190.0,44667560.0,42143491.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
1122,2023-03-23,6469442,179039,4850000.0,19501783.0,114582190.0,44667560.0,42143491.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
