,date,confirmed,deaths,recovered,tests,vaccines,people_vaccinated,people_fully_vaccinated,administrative_area_level_1,administrative_area_level_2,population,iso_alpha_3,iso_alpha_2,key_jhu_csse,key_gadm
786,2022-04-21,5360823,167986,4850000.0,19501783.0,105365859.0,43628436.0,39854912.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
787,2022-04-22,5362377,167989,4850000.0,19501783.0,105375353.0,43629476.0,39858397.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
788,2022-04-23,5362856,168000,4850000.0,19501783.0,105385257.0,43630303.0,39862145.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
789,2022-04-24,5363464,168007,4850000.0,19501783.0,105386788.0,43630437.0,39862575.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
790,2022-04-25,5364097,168009,4850000.0,19501783.0,105461111.0,43637644.0,39888696.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
791,2022-04-26,5369822,168060,4850000.0,19501783.0,105531680.0,43644483.0,39912380.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
792,2022-04-27,5375515,168106,4850000.0,19501783.0,105596199.0,43651156.0,39934469.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
793,2022-04-28,5380307,168140,4850000.0,19501783.0,105660950.0,43657739.0,39957284.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
794,2022-04-29,5384320,168193,4850000.0,19501783.0,105727921.0,43665220.0,39983548.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
795,2022-04-30,5389345,168223,4850000.0,19501783.0,105811181.0,43675380.0,40014268.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
796,2022-05-01,5392069,168226,4850000.0,19501783.0,105812698.0,43675498.0,40014621.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
797,2022-05-02,5392656,168227,4850000.0,19501783.0,105872543.0,43681936.0,40033914.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
798,2022-05-03,5399373,168272,4850000.0,19501783.0,105930371.0,43688044.0,40052272.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
799,2022-05-04,5405572,168293,4850000.0,19501783.0,105976527.0,43692958.0,40067093.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
800,2022-05-05,5411545,168311,4850000.0,19501783.0,106025445.0,43698101.0,40082749.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
801,2022-05-06,5417649,168334,4850000.0,19501783.0,106077287.0,43704217.0,40101675.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
802,2022-05-07,5422332,168339,4850000.0,19501783.0,106088784.0,43705405.0,40106059.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
803,2022-05-08,5424473,168339,4850000.0,19501783.0,106089180.0,43705438.0,40106143.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
804,2022-05-09,5424960,168339,4850000.0,19501783.0,106138554.0,43710768.0,40122524.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
805,2022-05-10,5429696,168416,4850000.0,19501783.0,106188660.0,43716120.0,40138688.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
806,2022-05-11,5434438,168466,4850000.0,19501783.0,106235091.0,43720935.0,40153571.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
807,2022-05-12,5438958,168533,4850000.0,19501783.0,106276379.0,43725256.0,40167052.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
808,2022-05-13,5443893,168617,4850000.0,19501783.0,106326356.0,43730948.0,40184417.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
809,2022-05-14,5447605,168669,4850000.0,19501783.0,106338952.0,43732335.0,40189096.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
810,2022-05-15,5449941,168710,4850000.0,19501783.0,106339757.0,43732399.0,40189271.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
811,2022-05-16,5451144,168712,4850000.0,19501783.0,106387209.0,43737629.0,40204034.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
812,2022-05-17,5455815,168775,4850000.0,19501783.0,106432586.0,43742492.0,40218210.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
813,2022-05-18,5458472,168814,4850000.0,19501783.0,106463641.0,43745904.0,40228124.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
814,2022-05-19,5459629,168864,4850000.0,19501783.0,106495294.0,43749426.0,40238335.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
815,2022-05-20,5459629,168864,4850000.0,19501783.0,106534337.0,43754052.0,40251748.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
816,2022-05-21,5459629,168864,4850000.0,19501783.0,106546409.0,43755511.0,40256006.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
817,2022-05-22,5467208,168950,4850000.0,19501783.0,106547178.0,43755573.0,40256175.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
818,2022-05-23,5468187,168955,4850000.0,19501783.0,106590918.0,43760396.0,40269344.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
819,2022-05-24,5474146,169012,4850000.0,19501783.0,106636414.0,43765179.0,40282498.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
820,2022-05-25,5480732,169053,4850000.0,19501783.0,106680478.0,43769857.0,40295986.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
821,2022-05-26,5487134,169118,4850000.0,19501783.0,106723855.0,43774854.0,40309198.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
822,2022-05-27,5493061,169187,4850000.0,19501783.0,106771797.0,43780969.0,40325122.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
823,2022-05-28,5499768,169213,4850000.0,19501783.0,106799157.0,43784251.0,40334095.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
824,2022-05-29,5502590,169234,4850000.0,19501783.0,106800838.0,43784491.0,40334521.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
825,2022-05-30,5503518,169241,4850000.0,19501783.0,106800838.0,43784491.0,40334521.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
826,2022-05-31,5511939,169284,4850000.0,19501783.0,106884784.0,43789908.0,40347740.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
827,2022-06-01,5520290,169331,4850000.0,19501783.0,106974825.0,43795528.0,40361313.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
828,2022-06-02,5527726,169415,4850000.0,19501783.0,107074942.0,43801663.0,40375565.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
829,2022-06-03,5527726,169415,4850000.0,19501783.0,107197842.0,43809691.0,40393340.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
830,2022-06-04,5527726,169415,4850000.0,19501783.0,107232698.0,43811942.0,40398733.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
831,2022-06-05,5527726,169415,4850000.0,19501783.0,107234680.0,43812059.0,40398935.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
832,2022-06-06,5527726,169415,4850000.0,19501783.0,107340078.0,43819454.0,40414842.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
833,2022-06-07,5557582,169583,4850000.0,19501783.0,107444692.0,43827008.0,40430454.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
834,2022-06-08,5566549,169641,4850000.0,19501783.0,107537764.0,43833561.0,40444717.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
835,2022-06-09,5572697,169709,4850000.0,19501783.0,107632118.0,43840413.0,40459112.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
836,2022-06-10,5583254,169777,4850000.0,19501783.0,107732256.0,43848233.0,40474537.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
837,2022-06-11,5591276,169836,4850000.0,19501783.0,107786706.0,43851826.0,40482789.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
838,2022-06-12,5595235,169845,4850000.0,19501783.0,107788729.0,43851940.0,40483033.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
839,2022-06-13,5596714,169851,4850000.0,19501783.0,107870149.0,43858264.0,40495876.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
840,2022-06-14,5596714,169851,4850000.0,19501783.0,107950550.0,43864289.0,40507810.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
841,2022-06-15,5616538,170007,4850000.0,19501783.0,108040533.0,43871351.0,40521517.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
842,2022-06-16,5625369,170092,4850000.0,19501783.0,108048418.0,43871843.0,40522565.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
843,2022-06-17,5628078,170111,4850000.0,19501783.0,108062963.0,43872869.0,40524660.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
844,2022-06-18,5631464,170152,4850000.0,19501783.0,108077000.0,43873697.0,40526691.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
845,2022-06-19,5633543,170171,4850000.0,19501783.0,108078076.0,43873769.0,40526820.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
846,2022-06-20,5635140,170178,4850000.0,19501783.0,108157175.0,43879771.0,40539197.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
847,2022-06-21,5645947,170250,4850000.0,19501783.0,108241295.0,43885772.0,40551536.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
848,2022-06-22,5655840,170250,4850000.0,19501783.0,108326372.0,43891742.0,40564279.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
849,2022-06-23,5664927,170427,4850000.0,19501783.0,108404601.0,43897212.0,40576220.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
850,2022-06-24,5665324,170528,4850000.0,19501783.0,108488944.0,43903397.0,40589578.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
851,2022-06-25,5682235,170600,4850000.0,19501783.0,108522508.0,43905645.0,40594426.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
852,2022-06-26,5685414,170607,4850000.0,19501783.0,108523592.0,43905709.0,40594567.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
853,2022-06-27,5687485,170614,4850000.0,19501783.0,108598263.0,43910882.0,40605977.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
854,2022-06-28,5697370,170736,4850000.0,19501783.0,108671650.0,43915863.0,40617065.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
855,2022-06-29,5707821,170817,4850000.0,19501783.0,108741667.0,43920642.0,40627469.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
856,2022-06-30,5718492,170907,4850000.0,19501783.0,108806646.0,43925613.0,40637722.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
857,2022-07-01,5729407,170994,4850000.0,19501783.0,108870024.0,43930522.0,40648144.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
858,2022-07-02,5738245,171055,4850000.0,19501783.0,108886787.0,43931705.0,40650647.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
859,2022-07-03,5741923,171065,4850000.0,19501783.0,108887729.0,43931739.0,40650734.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
860,2022-07-04,5743583,171072,4850000.0,19501783.0,108953828.0,43936510.0,40660615.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
861,2022-07-05,5754078,171208,4850000.0,19501783.0,109015900.0,43941050.0,40670284.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
862,2022-07-06,5765003,171306,4850000.0,19501783.0,109074166.0,43945479.0,40679859.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
863,2022-07-07,5775223,171395,4850000.0,19501783.0,109127028.0,43949687.0,40688851.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
864,2022-07-08,5784777,171478,4850000.0,19501783.0,109180198.0,43953802.0,40698059.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
865,2022-07-09,5794001,171562,4850000.0,19501783.0,109189882.0,43954524.0,40699674.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
866,2022-07-10,5797625,171569,4850000.0,19501783.0,109190469.0,43954556.0,40699743.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
867,2022-07-11,5798700,171571,4850000.0,19501783.0,109249580.0,43959055.0,40709642.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
868,2022-07-12,5808459,171695,4850000.0,19501783.0,109307240.0,43963444.0,40719314.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
869,2022-07-13,5817223,171777,4850000.0,19501783.0,109360703.0,43967622.0,40728319.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
870,2022-07-14,5825833,171851,4850000.0,19501783.0,109416138.0,43972258.0,40738055.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
871,2022-07-15,5833620,171959,4850000.0,19501783.0,109470591.0,43976896.0,40747457.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
872,2022-07-16,5841003,172047,4850000.0,19501783.0,109480421.0,43977698.0,40748951.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
873,2022-07-17,5842570,172057,4850000.0,19501783.0,109481189.0,43977755.0,40749038.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
874,2022-07-18,5843458,172074,4850000.0,19501783.0,109538130.0,43982950.0,40758655.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
875,2022-07-19,5852960,172185,4850000.0,19501783.0,109596237.0,43988585.0,40769038.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
876,2022-07-20,5861263,172277,4850000.0,19501783.0,109653589.0,43994988.0,40779265.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
877,2022-07-21,5867871,172364,4850000.0,19501783.0,109707849.0,44001364.0,40789262.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
878,2022-07-22,5874616,172459,4850000.0,19501783.0,109764598.0,44008127.0,40800049.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
879,2022-07-23,5880733,172536,4850000.0,19501783.0,109775543.0,44009269.0,40801979.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
880,2022-07-24,5882959,172544,4850000.0,19501783.0,109776352.0,44009333.0,40802067.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
881,2022-07-25,5883611,172555,4850000.0,19501783.0,109838618.0,44016218.0,40812981.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
882,2022-07-26,5890763,172654,4850000.0,19501783.0,109888743.0,44021910.0,40821705.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
883,2022-07-27,5897859,172727,4850000.0,19501783.0,109888743.0,44021910.0,40821705.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
884,2022-07-28,5904845,172816,4850000.0,19501783.0,110615587.0,43697859.0,41174627.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
885,2022-07-29,5911552,172887,4850000.0,19501783.0,110665087.0,43703942.0,41184865.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
886,2022-07-30,5917268,172935,4850000.0,19501783.0,110674796.0,43705092.0,41186676.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
887,2022-07-31,5919446,172944,4850000.0,19501783.0,110675608.0,43705199.0,41186814.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
888,2022-08-01,5920259,172947,4850000.0,19501783.0,110720879.0,43710535.0,41195336.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
889,2022-08-02,5927119,173036,4850000.0,19501783.0,110761628.0,43715177.0,41203190.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
890,2022-08-03,5933089,173102,4850000.0,19501783.0,110800999.0,43719593.0,41211057.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
891,2022-08-04,5938736,173160,4850000.0,19501783.0,110800999.0,43719593.0,41211057.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
892,2022-08-05,5944141,173237,4850000.0,19501783.0,110876238.0,43728848.0,41226038.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
893,2022-08-06,5948320,173316,4850000.0,19501783.0,110883830.0,43730561.0,41227456.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
894,2022-08-07,5949473,173338,4850000.0,19501783.0,110884290.0,43730597.0,41227505.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
895,2022-08-08,5950313,173346,4850000.0,19501783.0,110918342.0,43734400.0,41233854.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
896,2022-08-09,5955410,173418,4850000.0,19501783.0,110949688.0,43737950.0,41239852.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
897,2022-08-10,5960782,173484,4850000.0,19501783.0,110978598.0,43741138.0,41245359.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
898,2022-08-11,5965286,173523,4850000.0,19501783.0,111004510.0,43743912.0,41250025.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
899,2022-08-12,5968917,173567,4850000.0,19501783.0,111036021.0,43747876.0,41255854.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
900,2022-08-13,5973090,173638,4850000.0,19501783.0,111042332.0,43749039.0,41256924.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
901,2022-08-14,5973904,173652,4850000.0,19501783.0,111042784.0,43749054.0,41256962.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
902,2022-08-15,5974191,173668,4850000.0,19501783.0,111074566.0,43752698.0,41262556.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
903,2022-08-16,5979460,173721,4850000.0,19501783.0,111074566.0,43752698.0,41262556.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
904,2022-08-17,5984410,173791,4850000.0,19501783.0,111074566.0,43752698.0,41262556.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
905,2022-08-18,5989405,173839,4850000.0,19501783.0,111160273.0,43762828.0,41279241.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
906,2022-08-19,5993376,173872,4850000.0,19501783.0,111185169.0,43766221.0,41284295.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
907,2022-08-20,5997822,173918,4850000.0,19501783.0,111259149.0,43796564.0,41297343.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
908,2022-08-21,5999264,173920,4850000.0,19501783.0,111259696.0,43796751.0,41297402.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
909,2022-08-22,5999806,173923,4850000.0,19501783.0,111300947.0,43808544.0,41304859.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
910,2022-08-23,6004283,173979,4850000.0,19501783.0,111339012.0,43819155.0,41311988.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
911,2022-08-24,6008751,173995,4850000.0,19501783.0,111375620.0,43829065.0,41319009.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
912,2022-08-25,6013105,174019,4850000.0,19501783.0,111410652.0,43838974.0,41325897.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
913,2022-08-26,6016839,174047,4850000.0,19501783.0,111452473.0,43851921.0,41334372.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
914,2022-08-27,6020485,174068,4850000.0,19501783.0,111460061.0,43854817.0,41335706.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
915,2022-08-28,6021118,174073,4850000.0,19501783.0,111460828.0,43855071.0,41335798.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
916,2022-08-29,6021735,174079,4850000.0,19501783.0,111492053.0,43862636.0,41341985.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
917,2022-08-30,6026158,174123,4850000.0,19501783.0,111521040.0,43870470.0,41347667.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
918,2022-08-31,6030546,174159,4850000.0,19501783.0,111550240.0,43877831.0,41353567.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
919,2022-09-01,6033960,174203,4850000.0,19501783.0,111576300.0,43883844.0,41359110.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
920,2022-09-02,6037128,174238,4850000.0,19501783.0,111606494.0,43892339.0,41365394.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
921,2022-09-03,6039943,174271,4850000.0,19501783.0,111613514.0,43895033.0,41366717.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
922,2022-09-04,6040654,174271,4850000.0,19501783.0,111613800.0,43895096.0,41366766.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
923,2022-09-05,6041109,174271,4850000.0,19501783.0,111638824.0,43901137.0,41371853.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
924,2022-09-06,6045123,174292,4850000.0,19501783.0,111662676.0,43907389.0,41376765.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
925,2022-09-07,6048231,174302,4850000.0,19501783.0,111664015.0,43907772.0,41376995.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
926,2022-09-08,6048691,174304,4850000.0,19501783.0,111686863.0,43913444.0,41381586.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
927,2022-09-09,6051911,174325,4850000.0,19501783.0,111714779.0,43921220.0,41387662.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
928,2022-09-10,6055094,174344,4850000.0,19501783.0,111718562.0,43922606.0,41388428.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
929,2022-09-11,6055708,174345,4850000.0,19501783.0,111718996.0,43922708.0,41388494.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
930,2022-09-12,6056142,174348,4850000.0,19501783.0,111742217.0,43928059.0,41393406.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
931,2022-09-13,6059011,174377,4850000.0,19501783.0,111763094.0,43932645.0,41397987.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
932,2022-09-14,6062958,174403,4850000.0,19501783.0,111781639.0,43936536.0,41402089.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
933,2022-09-15,6065920,174419,4850000.0,19501783.0,111799454.0,43940523.0,41406174.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
934,2022-09-16,6068932,174461,4850000.0,19501783.0,111820305.0,43945928.0,41411072.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
935,2022-09-17,6068932,174461,4850000.0,19501783.0,111824378.0,43947219.0,41412280.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
936,2022-09-18,6071578,174493,4850000.0,19501783.0,111824723.0,43947295.0,41412384.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
937,2022-09-19,6072244,174495,4850000.0,19501783.0,111848579.0,43952303.0,41419058.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
938,2022-09-20,6074855,174514,4850000.0,19501783.0,111870716.0,43957015.0,41424992.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
939,2022-09-21,6076896,174535,4850000.0,19501783.0,111890577.0,43961173.0,41430111.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
940,2022-09-22,6079235,174567,4850000.0,19501783.0,111890577.0,43961173.0,41430111.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
941,2022-09-23,6081683,174593,4850000.0,19501783.0,111932402.0,43970439.0,41441698.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
942,2022-09-24,6084326,174593,4850000.0,19501783.0,111938440.0,43971987.0,41443328.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
943,2022-09-25,6084604,174603,4850000.0,19501783.0,111938812.0,43972046.0,41443403.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
944,2022-09-26,6084812,174604,4850000.0,19501783.0,111954590.0,43975025.0,41447365.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
945,2022-09-27,6087468,174604,4850000.0,19501783.0,111972601.0,43978331.0,41451736.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
946,2022-09-28,6089888,174604,4850000.0,19501783.0,111972601.0,43978331.0,41451736.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
947,2022-09-29,6092896,174604,4850000.0,19501783.0,112004875.0,43984784.0,41459938.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
948,2022-09-30,6096112,174604,4850000.0,19501783.0,112004875.0,43984784.0,41459938.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
949,2022-10-01,6099193,174795,4850000.0,19501783.0,112004875.0,43984784.0,41459938.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
950,2022-10-02,6099539,174854,4850000.0,19501783.0,112004875.0,43984784.0,41459938.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
951,2022-10-03,6099661,174856,4850000.0,19501783.0,112004875.0,43984784.0,41459938.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
952,2022-10-04,6102630,174913,4850000.0,19501783.0,112004875.0,43984784.0,41459938.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
953,2022-10-05,6105805,174976,4850000.0,19501783.0,112004875.0,43984784.0,41459938.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
954,2022-10-06,6108335,175049,4850000.0,19501783.0,112004875.0,43984784.0,41459938.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
955,2022-10-07,6110305,175092,4850000.0,19501783.0,112151975.0,44031551.0,41501264.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
956,2022-10-08,6112706,175114,4850000.0,19501783.0,112151975.0,44031551.0,41501264.0,Brazil,São Paulo,46289333,BRA,BR,BRSP,BRA.25_1
